post_id,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,ctr_percentage,impressions,likes,comments,shares,engagement_rate,estimated_views,traffic_source,content_category,viral_actual,viral_predicted,viral_probability,Feature_Name,Importance_Value,Model_Metric_Name,Model_Metric_Value
YT0002611,20.79,633,50.75,510,4.92,503731,66423,4506,573,0.1419,24784,Suggested,News,0,0,0.23,Not Applied,0.0,Not Applied,0.0
YT0002612,20.08,654,54.28,634,18.54,1623194,69,117,1537,0.0011,300940,Suggested,Music,0,0,0.25,Not Applied,0.0,Not Applied,0.0
YT0002613,20.19,242,19.98,66,6.92,1217167,38830,6377,326,0.0374,84228,Browse,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002614,45.91,103,3.74,482,21.64,42148,56061,2464,2072,1.4377,9121,External,Comedy,0,0,0.24,Not Applied,0.0,Not Applied,0.0
YT0002615,13.48,672,83.09,26,25.42,1407782,76641,4808,923,0.0585,357858,Browse,Gaming,1,1,0.7,Not Applied,0.0,Not Applied,0.0
YT0002616,48.71,2761,94.47,292,28.73,1136314,18442,2858,563,0.0192,326463,Notifications,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002617,43.17,1009,38.95,443,11.79,1076337,9636,5162,649,0.0144,126900,Channel Page,News,0,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0002618,22.74,415,30.42,485,10.45,124634,44754,6814,1639,0.4269,13024,Notifications,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002619,8.65,358,68.98,123,9.91,1152027,93672,6940,2319,0.0893,114166,Shorts Feed,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002620,32.5,1043,53.49,437,22.67,560353,39957,2175,2001,0.0788,127032,Shorts Feed,News,0,0,0.16,Not Applied,0.0,Not Applied,0.0
YT0002621,30.96,869,46.78,321,27.64,1099111,96713,5420,2513,0.0952,303794,Browse,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002622,32.52,671,34.39,480,5.28,1601880,54974,2565,948,0.0365,84579,Notifications,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002623,32.96,1798,90.92,82,0.56,531089,98449,6095,1092,0.1989,2974,Shorts Feed,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002624,10.56,163,25.73,106,24.84,1015136,42108,2124,2094,0.0456,252160,Suggested,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002625,23.05,650,47.0,469,3.81,1662797,50552,6016,2235,0.0354,63353,Search,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002626,19.61,1087,92.38,583,24.82,205834,62258,750,2790,0.3197,51088,Suggested,Vlog,0,1,0.58,Not Applied,0.0,Not Applied,0.0
YT0002627,54.4,1715,52.54,693,26.16,1649657,24225,2926,1070,0.0171,431550,Shorts Feed,Gaming,1,1,0.65,Not Applied,0.0,Not Applied,0.0
YT0002628,59.05,1115,31.47,306,6.92,1246699,29124,5548,2905,0.0301,86272,Notifications,Sports,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0002629,13.01,288,36.89,364,24.13,123246,58858,5127,2745,0.5414,29739,Shorts Feed,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002630,58.97,936,26.45,566,20.7,1941126,48992,7582,2130,0.0302,401813,Notifications,Education,1,1,0.7,Not Applied,0.0,Not Applied,0.0
YT0002631,11.28,502,74.17,549,27.53,1852147,59589,4416,1677,0.0355,509896,Browse,Gaming,1,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0002632,8.23,124,25.11,478,23.58,701489,8277,993,1428,0.0153,165411,Browse,Tech,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0002633,17.49,205,19.53,152,15.02,448528,32807,4128,157,0.0827,67369,Notifications,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002634,14.53,817,93.71,415,27.01,826879,34990,2422,1375,0.0469,223340,Suggested,Comedy,0,1,0.55,Not Applied,0.0,Not Applied,0.0
YT0002635,53.83,2468,76.41,573,13.76,319362,79603,4720,375,0.2652,43944,Channel Page,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002636,42.36,1030,40.53,123,7.13,770690,80047,1289,1554,0.1076,54950,Notifications,Education,0,0,0.23,Not Applied,0.0,Not Applied,0.0
YT0002637,21.33,968,75.64,649,11.38,1214250,41368,4727,849,0.0387,138182,Shorts Feed,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002638,48.47,761,26.17,410,14.49,1446303,343,970,381,0.0012,209569,Search,Comedy,0,0,0.24,Not Applied,0.0,Not Applied,0.0
YT0002639,52.62,2401,76.05,551,16.44,926444,74632,6089,2102,0.0894,152307,Notifications,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002640,11.99,82,11.4,553,23.71,249521,39660,4286,788,0.1793,59161,Shorts Feed,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002641,30.35,1450,79.63,286,24.13,269855,14485,2033,2533,0.0706,65116,Channel Page,Education,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0002642,45.94,1267,45.97,160,13.69,1863871,86100,3399,113,0.0481,255164,Suggested,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002643,32.59,290,14.83,527,8.83,1480017,59079,488,1813,0.0415,130686,Suggested,Sports,0,0,0.02618181818181818,Not Applied,0.0,Not Applied,0.0
YT0002644,41.58,837,33.55,275,10.74,1240488,78210,5779,579,0.0682,133228,External,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002645,22.97,1037,75.24,19,17.25,1494416,92934,3095,1849,0.0655,257787,Shorts Feed,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002646,1.88,111,98.4,113,27.43,256795,82013,7972,1075,0.3546,70439,Browse,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002647,21.72,847,64.99,134,8.54,1332108,51973,6787,1712,0.0454,113762,Notifications,Music,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0002648,36.28,1052,48.33,80,6.07,633446,3913,3305,509,0.0122,38450,Suggested,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002649,21.13,18,1.42,462,23.34,1731344,96252,5759,2155,0.0602,404096,Suggested,News,1,1,0.63,Not Applied,0.0,Not Applied,0.0
YT0002650,50.85,2388,78.27,226,3.4,1089834,73669,2123,1514,0.0709,37054,External,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002651,47.57,18,0.63,649,4.79,335109,77192,3698,268,0.2422,16052,External,News,0,0,0.24,Not Applied,0.0,Not Applied,0.0
YT0002652,8.51,361,70.7,560,25.53,50110,78202,5972,2360,1.7269,12793,Channel Page,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002653,28.55,1085,63.34,643,6.83,1824027,23295,3427,2707,0.0161,124581,External,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002654,36.22,1701,78.27,657,3.2,1509030,7977,1473,1670,0.0074,48289,Suggested,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002655,59.86,1902,52.96,487,24.52,1836997,50429,16,2617,0.0289,450432,Suggested,Sports,1,1,0.59,Not Applied,0.0,Not Applied,0.0
YT0002656,3.88,15,6.44,688,7.64,1724526,4479,3361,1395,0.0054,131754,Suggested,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002657,49.43,973,32.81,108,13.23,668258,38514,5347,2793,0.0698,88411,Browse,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002658,2.43,125,85.73,245,23.92,676863,92991,5159,185,0.1453,161906,Channel Page,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002659,12.16,657,90.05,111,12.57,1887305,81550,6030,2888,0.0479,237234,Channel Page,Sports,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0002660,9.86,133,22.48,32,19.67,910885,14429,1372,2451,0.02,179171,Shorts Feed,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002661,21.74,366,28.06,553,12.22,1319592,4121,2921,1565,0.0065,161254,Playlist,Gaming,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0002662,59.59,1019,28.5,200,0.58,134694,76747,5308,2123,0.625,781,External,Vlog,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0002663,50.48,791,26.12,348,5.88,1358080,96042,3499,896,0.074,79855,Browse,Reacts,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0002664,8.6,37,7.17,603,26.65,1267467,93379,3687,715,0.0771,337780,Channel Page,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002665,6.85,347,84.43,652,20.2,678407,99409,5875,2501,0.1589,137038,External,Reacts,0,0,0.22,Not Applied,0.0,Not Applied,0.0
YT0002666,13.03,751,96.06,315,5.18,1620715,99728,5373,160,0.0649,83953,Notifications,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002667,11.96,162,22.58,317,6.1,1918507,97760,137,408,0.0512,117029,External,Gaming,0,0,0.2911746411483253,Not Applied,0.0,Not Applied,0.0
YT0002668,35.33,1401,66.09,217,11.78,236752,46060,3392,943,0.2129,27889,Channel Page,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002669,8.95,380,70.76,614,21.68,1582890,59578,7819,2754,0.0443,343171,Shorts Feed,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002670,40.36,1992,82.26,374,16.28,1444816,23229,6029,371,0.0205,235216,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002671,53.79,784,24.29,242,11.29,454136,41387,5439,2257,0.1081,51272,Notifications,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002672,28.34,862,50.69,376,17.99,470192,60458,7911,813,0.1471,84588,External,News,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002673,17.99,592,54.85,613,17.44,692702,43321,6622,1368,0.0741,120807,Notifications,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002674,42.85,1590,61.84,169,2.55,586103,54186,1125,687,0.0955,14946,Suggested,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002675,32.88,1478,74.92,21,11.99,1880066,57717,7679,2199,0.036,225420,Search,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002676,19.08,35,3.06,160,26.48,1597255,40798,2061,1903,0.028,422953,Search,Music,1,1,0.62,Not Applied,0.0,Not Applied,0.0
YT0002677,55.84,2011,60.02,171,2.69,1845990,44526,1564,1875,0.026,49657,External,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002678,55.72,1663,49.74,331,10.6,704150,45315,4867,229,0.0716,74640,External,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002679,54.68,2513,76.6,159,18.81,1299114,28762,4046,223,0.0254,244363,Notifications,Reacts,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002680,8.6,347,67.25,695,28.88,1498444,97499,4795,2067,0.0696,432751,Suggested,Comedy,1,1,0.64,Not Applied,0.0,Not Applied,0.0
YT0002681,8.72,455,86.96,665,25.39,225892,17069,5711,194,0.1017,57354,Channel Page,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002682,24.57,38,2.58,564,26.7,156690,17239,7360,2037,0.17,41836,Search,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002683,37.74,940,41.51,157,15.52,1168405,89434,7368,1179,0.0839,181336,Suggested,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002684,59.49,3364,94.25,562,14.18,1148528,80692,5559,1737,0.0766,162861,Channel Page,Music,0,0,0.23,Not Applied,0.0,Not Applied,0.0
YT0002685,7.02,161,38.22,116,11.34,1511504,21800,626,2735,0.0166,171405,Shorts Feed,Tech,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0002686,4.85,235,80.76,563,11.39,1459481,90516,1159,1793,0.064,166235,Shorts Feed,Comedy,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0002687,50.32,818,27.09,170,12.15,1995157,66398,5109,2986,0.0373,242412,Browse,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002688,15.77,922,97.44,417,16.89,1453708,20084,6900,1981,0.0199,245531,External,Sports,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002689,10.77,130,20.12,661,10.55,1461455,57146,7533,1856,0.0455,154184,External,Music,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0002690,32.07,1035,53.79,170,15.2,555530,21514,2971,3,0.0441,84441,Shorts Feed,Vlog,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002691,12.03,382,52.92,400,19.11,1159247,10121,1496,63,0.0101,221532,Browse,Tech,0,0,0.22,Not Applied,0.0,Not Applied,0.0
YT0002692,57.63,1008,29.15,523,12.8,165440,45436,1788,1617,0.2952,21176,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002693,7.84,382,81.21,208,1.93,1728689,32535,4231,245,0.0214,33364,Search,Reacts,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0002694,11.08,58,8.72,122,16.37,1466173,41047,3771,1348,0.0315,240013,Notifications,Tech,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0002695,39.63,2167,91.13,453,2.54,1116082,13835,2761,2694,0.0173,28348,Playlist,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002696,38.71,1515,65.23,62,2.91,1213301,26299,1471,2691,0.0251,35307,Playlist,News,0,0,0.13,Not Applied,0.0,Not Applied,0.0
YT0002697,14.24,97,11.35,163,13.41,1006183,1779,7812,479,0.01,134929,Search,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002698,13.78,657,79.46,620,25.24,1335977,50982,2257,718,0.0404,337201,Channel Page,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002699,8.07,202,41.72,388,28.02,1617249,18462,7475,1687,0.0171,453153,Shorts Feed,Comedy,1,1,0.53,Not Applied,0.0,Not Applied,0.0
YT0002700,24.55,451,30.62,501,16.04,1265776,17569,3639,930,0.0175,203030,Channel Page,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002701,33.47,1920,95.61,302,20.6,1853632,69283,1726,1942,0.0394,381848,Suggested,Gaming,1,1,0.87,Not Applied,0.0,Not Applied,0.0
YT0002702,42.12,1902,75.26,518,23.64,1323148,89791,4615,2236,0.073,312792,External,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002703,16.62,106,10.63,550,20.45,511921,41138,7080,637,0.0954,104688,Playlist,Education,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002704,58.12,2514,72.09,152,2.63,1871560,33754,3158,2515,0.0211,49222,Notifications,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002705,27.73,1222,73.45,512,11.73,79823,92614,162,2699,1.1961,9363,Shorts Feed,Gaming,0,1,0.57,Not Applied,0.0,Not Applied,0.0
YT0002706,45.72,2308,84.14,196,27.78,608870,43512,7916,901,0.0859,169144,Suggested,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002707,40.88,1548,63.11,615,18.33,1642219,24717,2672,2476,0.0182,301019,Notifications,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002708,20.91,55,4.38,462,9.37,1767121,71015,4062,1204,0.0432,165579,External,News,0,0,0.11,Not Applied,0.0,Not Applied,0.0
YT0002709,38.24,415,18.09,177,14.0,77350,65861,7171,2739,0.9796,10829,Search,Comedy,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002710,54.12,1262,38.86,228,29.52,1541027,50330,6094,1833,0.0378,454911,Channel Page,Tech,1,1,0.58,Not Applied,0.0,Not Applied,0.0
YT0002711,42.42,656,25.77,226,12.55,1905456,59993,2382,2690,0.0341,239135,Playlist,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002712,38.19,112,4.89,8,5.12,390952,14661,6434,2240,0.0597,20017,Suggested,Tech,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0002713,8.43,382,75.52,280,27.33,215933,44104,5088,1577,0.2351,59014,Shorts Feed,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002714,4.85,246,84.54,126,3.31,582327,5971,3533,716,0.0176,19275,Suggested,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002715,12.02,570,79.03,434,28.12,439108,18480,4018,2778,0.0576,123477,Search,Music,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0002716,8.53,167,32.63,496,3.49,397088,27903,6819,1697,0.0917,13858,Suggested,Sports,0,0,0.2,Not Applied,0.0,Not Applied,0.0
YT0002717,36.82,2194,99.31,572,29.53,523879,56884,4506,1201,0.1195,154701,External,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002718,1.85,15,13.51,376,5.64,1878988,328,1239,2782,0.0023,105975,Notifications,Education,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0002719,26.11,391,24.96,636,9.75,1534219,38605,2812,685,0.0274,149586,Notifications,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002720,17.74,128,12.03,102,20.59,1932704,76721,494,2998,0.0415,397944,Browse,Reacts,1,1,0.71,Not Applied,0.0,Not Applied,0.0
YT0002721,19.83,90,7.56,355,19.43,572852,86177,2559,663,0.1561,111305,Shorts Feed,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002722,45.4,1161,42.62,391,21.05,1690060,14304,6209,1648,0.0131,355758,External,Music,1,1,0.63,Not Applied,0.0,Not Applied,0.0
YT0002723,58.73,3426,97.22,246,20.71,888673,22322,450,2175,0.0281,184044,Channel Page,Comedy,0,0,0.35,Not Applied,0.0,Not Applied,0.0
YT0002724,16.31,396,40.47,696,5.97,1790764,79229,3525,1838,0.0472,106909,Shorts Feed,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002725,2.41,35,24.2,217,24.82,1352679,18215,6361,279,0.0184,335735,Shorts Feed,News,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0002726,17.59,338,32.03,645,14.35,1780368,4365,6884,2054,0.0075,255483,Channel Page,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002727,16.1,310,32.09,111,6.3,29720,36991,2666,1343,1.3795,1872,Browse,Tech,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0002728,58.83,1152,32.64,207,29.94,1542559,73428,5140,1569,0.052,461842,Notifications,Vlog,1,1,0.84,Not Applied,0.0,Not Applied,0.0
YT0002729,59.62,3277,91.61,331,16.45,1094135,41163,5994,399,0.0435,179985,Notifications,Gaming,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0002730,34.36,1835,89.01,641,14.4,312792,24241,7433,2137,0.1081,45042,Suggested,News,0,1,0.68,Not Applied,0.0,Not Applied,0.0
YT0002731,17.12,883,85.96,442,5.03,591782,53825,949,697,0.0937,29767,Suggested,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002732,21.44,512,39.8,250,9.84,173860,77962,4100,258,0.4735,17108,Shorts Feed,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002733,40.36,1921,79.33,124,8.0,1942215,61422,1634,681,0.0328,155377,Playlist,News,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0002734,26.68,843,52.66,67,4.11,1151262,69013,6273,936,0.0662,47317,Channel Page,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002735,28.1,945,56.05,549,25.54,1718942,92585,5609,964,0.0577,439018,Browse,Sports,1,1,0.57,Not Applied,0.0,Not Applied,0.0
YT0002736,50.97,80,2.62,156,11.72,157670,20418,1552,1059,0.1461,18479,Suggested,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002737,8.11,178,36.58,322,12.35,401210,53992,3264,129,0.143,49549,Channel Page,Education,0,0,0.29,Not Applied,0.0,Not Applied,0.0
YT0002738,38.82,1510,64.83,426,10.9,510415,19086,7512,2950,0.0579,55635,Search,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002739,18.84,681,60.24,162,15.83,801128,85348,2350,998,0.1107,126819,Shorts Feed,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002740,50.59,762,25.1,185,8.71,873602,18810,3459,1322,0.027,76091,Channel Page,Gaming,0,0,0.19,Not Applied,0.0,Not Applied,0.0
YT0002741,22.44,834,61.94,559,29.36,139832,52845,6713,2752,0.4456,41055,Suggested,Vlog,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0002742,45.9,1851,67.21,364,4.98,1456638,44419,6656,1233,0.0359,72541,Search,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002743,42.45,172,6.75,191,24.93,432581,1557,785,846,0.0074,107842,Suggested,Reacts,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0002744,41.59,411,16.47,447,17.56,169467,98451,323,1148,0.5896,29758,External,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002745,55.41,1462,43.98,439,5.2,941035,14859,6062,2958,0.0254,48934,Suggested,Gaming,0,0,0.14,Not Applied,0.0,Not Applied,0.0
YT0002746,7.1,276,64.79,582,26.91,1171013,52192,1637,2233,0.0479,315120,External,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002747,46.62,216,7.72,611,15.29,489611,21436,18,1007,0.0459,74862,Browse,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002748,8.76,59,11.23,616,23.52,837215,31008,6800,496,0.0458,196913,Shorts Feed,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002749,6.35,21,5.51,220,5.27,711591,70687,4770,313,0.1065,37501,Browse,News,0,0,0.14,Not Applied,0.0,Not Applied,0.0
YT0002750,39.27,1777,75.42,259,23.49,391199,72726,5669,1012,0.203,91893,Shorts Feed,Reacts,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0002751,11.14,262,39.2,603,11.79,741001,1973,7520,597,0.0136,87364,Search,Vlog,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002752,29.83,278,15.53,23,23.73,1680465,84689,1881,1804,0.0526,398774,Notifications,News,1,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002753,58.05,2349,67.44,643,27.23,1795772,33181,5317,1387,0.0222,488989,Browse,Tech,1,1,0.61,Not Applied,0.0,Not Applied,0.0
YT0002754,23.75,510,35.79,506,8.16,762516,73828,2,766,0.0978,62221,External,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002755,48.8,740,25.27,579,20.15,409150,88638,1560,1806,0.2249,82444,External,Vlog,0,0,0.09,Not Applied,0.0,Not Applied,0.0
YT0002756,12.26,40,5.44,545,24.09,1772354,76717,6637,744,0.0474,426960,External,Gaming,1,1,0.6175478704598485,Not Applied,0.0,Not Applied,0.0
YT0002757,47.96,1923,66.83,135,22.4,178578,5287,3526,2449,0.0631,40001,Search,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002758,25.33,696,45.8,550,3.86,834620,79378,578,2340,0.0986,32216,Playlist,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002759,29.02,1703,97.81,211,1.81,634772,13843,4303,528,0.0294,11489,Channel Page,News,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002760,16.44,427,43.29,627,20.45,1394048,55135,2199,2142,0.0427,285083,Notifications,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002761,26.02,147,9.42,109,1.48,1103533,94,3478,1571,0.0047,16332,Playlist,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002762,11.16,372,55.56,14,11.27,1446375,81750,4330,2140,0.061,163006,Notifications,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002763,9.29,485,87.01,89,19.83,1757606,87740,1822,2647,0.0525,348533,Channel Page,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002764,14.52,24,2.75,24,20.63,598886,4503,1118,1573,0.012,123550,Browse,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002765,55.15,608,18.37,255,13.3,1749640,17188,6845,2909,0.0154,232702,External,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002766,51.44,1226,39.72,397,5.42,100828,89694,5132,1880,0.9591,5465,Channel Page,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002767,40.69,2366,96.91,567,5.84,605894,79134,180,1516,0.1334,35384,Browse,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002768,44.98,1575,58.36,649,24.52,459115,68214,1960,2253,0.1578,112575,Shorts Feed,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002769,22.21,717,53.8,347,29.28,1631473,57191,4203,652,0.038,477695,Browse,Education,1,1,0.59,Not Applied,0.0,Not Applied,0.0
YT0002770,1.05,57,90.48,244,26.31,753105,95286,3159,1647,0.1329,198142,Notifications,Education,0,0,0.16,Not Applied,0.0,Not Applied,0.0
YT0002771,49.83,2386,79.8,501,24.81,983797,70281,6383,257,0.0782,244080,Search,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002772,3.98,119,49.83,61,22.31,1587808,46051,5070,1144,0.0329,354240,Channel Page,Sports,1,1,0.6,Not Applied,0.0,Not Applied,0.0
YT0002773,54.83,1001,30.43,242,14.65,183992,85867,3162,283,0.4854,26955,Shorts Feed,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002774,48.74,291,9.95,497,21.2,537950,73164,4633,388,0.1453,114045,Shorts Feed,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002775,19.74,1099,92.79,360,1.55,1273956,64879,6219,127,0.0559,19746,Playlist,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002776,19.29,235,20.3,26,13.58,781020,32244,5633,613,0.0493,106063,Channel Page,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002777,3.88,179,76.89,122,0.74,1130599,9952,1197,647,0.0104,8366,Channel Page,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0002778,5.59,86,25.64,282,29.25,835753,84235,4753,2680,0.1097,244458,Search,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002779,26.92,1534,94.97,696,9.22,975010,52373,5050,2398,0.0614,89896,Notifications,Gaming,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002780,20.7,955,76.89,158,11.22,630625,42163,2700,355,0.0717,70756,Suggested,Tech,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0002781,39.74,1908,80.02,467,4.65,603997,95001,2958,472,0.163,28086,Channel Page,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002782,5.19,135,43.35,248,25.15,1248647,16128,6611,744,0.0188,314035,Browse,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0002783,48.06,1503,52.12,45,25.52,1101376,82708,2706,1197,0.0786,281071,Notifications,Education,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0002784,32.93,1080,54.66,21,13.62,1022928,51673,218,761,0.0515,139323,External,Comedy,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0002785,42.88,2107,81.9,432,13.6,1194684,68040,273,337,0.0575,162477,Notifications,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
